type,steps,infected,healthy,asymptomatic,mild,critical,deceased,vaccinated,forced_quarantine,violation,isolation,robustness,stay_home,voluntarily_stay_home_infected,self_directed_emotion,other_directed_emotion,desire_satisfaction,total_number_infections,reward
hint_prob,53,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,47.05,0.47863682604272634,-0.361,0.0,0.311,1.1225,-0.722
hint_prob,54,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,45.2,0.4598168870803663,-0.284,0.0,0.3495,1.1225,-0.568
hint_prob,55,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,48.0,0.4883011190233978,-0.301,0.0,0.341,1.1225,-0.602
hint_prob,56,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,46.05,0.4684638860630722,-0.341,0.0,0.321,1.1225,-0.682
hint_prob,57,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,49.35,0.5020345879959308,-0.33,0.0,0.3265,1.1225,-0.66
hint_prob,58,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,46.5,0.47304170905391657,-0.327,0.0,0.328,1.1225,-0.654
hint_prob,59,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,46.6,0.47405900305188203,-0.313,0.0,0.335,1.1225,-0.626
hint_prob,60,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,48.1,0.4893184130213632,-0.322,0.0,0.3305,1.1225,-0.644
hint_prob,61,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,48.75,0.49593082400813837,-0.348,0.0,0.3175,1.1225,-0.696
hint_prob,62,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,46.85,0.4766022380467956,-0.32,0.0,0.3315,1.1225,-0.64
hint_prob,63,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,47.55,0.4837232960325534,-0.346,0.0,0.3185,1.1225,-0.692
hint_prob,64,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,49.55,0.5040691759918616,-0.32,0.0,0.3315,1.1225,-0.64
hint_prob,65,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,48.3,0.491353001017294,-0.294,0.0,0.3445,1.1225,-0.588
hint_prob,66,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,48.6,0.4944048830111903,-0.357,0.0,0.313,1.1225,-0.714
hint_prob,67,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,48.4,0.4923702950152594,-0.356,0.0,0.3135,1.1225,-0.712
hint_prob,68,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,48.0,0.4883011190233978,-0.339,0.0,0.322,1.1225,-0.678
hint_prob,69,0.0,98.3,0.0,0.0,0.0,1.7,15.3,0.0,0,1,1,48.45,0.49287894201424215,-0.341,0.0,0.321,1.1225,-0.682
