type,steps,infected,healthy,asymptomatic,mild,critical,deceased,vaccinated,forced_quarantine,violation,isolation,robustness,stay_home,voluntarily_stay_home_infected,self_directed_emotion,other_directed_emotion,desire_satisfaction,total_number_infections,reward
primitive,0,30.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
primitive,1,21.0,79.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1.0,0.0,0.0,0.3405,0.3,-0.319
primitive,2,29.45,74.775,16.95,12.5,0.0,0.0,1.6,0.0,0.8959854014598541,0.7760036496350364,0.1040145985401459,34.05,0.67025,0.0,0.0,0.3295,0.48975,-0.363
primitive,3,34.09444444444444,71.81851851851852,20.03333333333333,14.033333333333331,0.027777777777777766,0.0,2.777777777777778,0.0,0.5988960441582336,0.6845711613546812,0.4011039558417663,61.4,0.6515,0.0,0.0,0.32116666666666666,0.6046666666666667,-0.391
primitive,4,37.56458333333333,69.47118055555555,21.81875,15.690625,0.05520833333333333,0.025,3.8114583333333334,0.0,0.6785425101214575,0.6275893737822894,0.3214574898785425,47.75,0.6081194944944944,0.0,0.0,0.323,0.710875,-0.345
primitive,5,40.14966666666667,67.54361111111112,22.681,17.3845,0.08416666666666667,0.06000000000000001,4.779166666666667,0.0,0.6184971098265897,0.5903946564031861,0.3815028901734104,55.4,0.5975176396837719,0.0,0.0,0.3263,0.8027000000000001,-0.322
primitive,6,42.220555555555556,65.91157407407407,23.14527777777778,18.963472222222222,0.11180555555555556,0.08333333333333333,5.697916666666667,0.0,0.6579365079365079,0.5628328366275817,0.342063492063492,49.3,0.5802626957284606,0.0,0.0,0.32608333333333334,0.888,-0.348
primitive,7,43.91047619047619,64.50280207321023,23.373503401360544,20.391139455782312,0.14583333333333331,0.10714285714285714,6.566581632653061,0.0,0.6009538950715421,0.5426156667302907,0.3990461049284579,54.1,0.5748474377278677,0.0,0.0,0.3276428571428571,0.9675,-0.325
primitive,8,45.319322916666664,63.268583696499434,23.479940476190478,21.658653273809524,0.18072916666666666,0.1375,7.389508928571429,0.0,0.6172741679873217,0.5268498703177308,0.3827258320126783,53.75,0.5704149901995411,0.0,0.0,0.3276875,1.04475,-0.3435
primitive,9,46.5233487654321,62.17316076765068,23.50562610229277,22.80522266313933,0.21250000000000002,0.18888888888888888,8.172156084656086,0.0,0.6121970289288506,0.5142334320664971,0.3878029710711493,53.05,0.5663357927640007,0.0,0.0,0.3269444444444444,1.1196666666666666,-0.3595
primitive,10,47.559013888888884,61.19147465120308,23.491063492063493,23.828200396825395,0.23975,0.24500000000000002,8.916940476190476,0.0,0.582807570977918,0.5041791864951646,0.417192429022082,56.0,0.5661253872911272,0.0,0.0,0.32655,1.19235,-0.351
primitive,11,48.44166551882461,60.306256411949605,23.446834579561855,24.730595402072673,0.26423553719008264,0.3,9.629450019677291,0.0,0.615699100572363,0.4957100923754336,0.3843008994276369,53.5,0.5637127598213474,0.0,0.0,0.32563636363636367,1.2633636363636365,-0.3615
primitive,12,49.19965172558923,59.50370250410356,23.38286225348725,25.52769856301106,0.28909090909090907,0.35000000000000003,10.309981962481963,0.0,0.5801652892561984,0.488713733105975,0.4198347107438016,56.3,0.5640794479324343,0.0,0.0,0.32508333333333334,1.3323333333333334,-0.3545
primitive,13,49.86861342717112,58.77153107105068,23.317316636355095,26.237106365856366,0.31419042495965577,0.4,10.962468557083941,0.0,0.5948553054662379,0.4827546297796984,0.405144694533762,54.35,0.5629187133983931,0.0,0.0,0.3251153846153846,1.4013076923076921,-0.342
primitive,14,50.45427369257726,58.10055299350615,23.241589937839937,26.872466115233973,0.34021763950335376,0.45357142857142857,11.590149374435088,0.0,0.5505804311774462,0.47784159314777847,0.4494195688225539,57.65,0.5643678680920623,0.0,0.0,0.32410714285714287,1.46775,-0.371
primitive,15,50.96954433529434,57.483137157476776,23.158817275317276,27.444301707551706,0.3664253524253524,0.5166666666666667,12.194583860583862,0.0,0.5811036789297659,0.4736055134185031,0.4188963210702341,55.3,0.5641334720177706,0.0,0.0,0.3232666666666667,1.5329333333333333,-0.3705
primitive,16,51.42418218933844,56.91295956871253,23.077406820609944,27.952665663329725,0.3941097053987679,0.58125,12.775781744297369,0.0,0.5866441251056637,0.4698952541150968,0.4133558748943364,55.6,0.5641722351461673,0.0,0.0,0.322625,1.59753125,-0.363
primitive,17,51.82985313321819,56.384485138664445,22.99638288998583,28.412197440919325,0.4212728023130272,0.6529411764705882,13.336202887366383,0.0,0.5835432409739715,0.466629161630991,0.4164567590260285,54.75,0.5637818472874434,0.0,0.0,0.3228529411764706,1.6616470588235295,-0.3365
primitive,18,52.192855119644335,55.893018824876485,22.918343099801433,28.827569188028747,0.4469428318141554,0.7416666666666667,13.877864455352201,0.0,0.5820642978003384,0.4637369683744845,0.4179357021996616,54.8,0.5636058452571238,0.0,0.0,0.3224722222222222,1.7253055555555556,-0.359
primitive,19,52.51760789728078,55.4346498926654,22.83981534662629,29.20603507563942,0.47175747501507237,0.8263157894736842,14.401744165458318,0.0,0.5681233933161953,0.46119715813021406,0.4318766066838046,56.1,0.5641792622461781,0.0,0.0,0.3215789473684211,1.7878157894736841,-0.3685
primitive,20,52.81022750241674,55.005945330893255,22.762949579294975,29.552108321857453,0.4951696012643187,0.915,14.9085319571854,0.0,0.5974358974358975,0.4588790377324474,0.4025641025641026,54.4,0.5638963771626166,0.0,0.0,0.32130000000000003,1.8503250000000002,-0.3495
primitive,21,53.07096496828806,54.60412724916445,22.688523408852355,29.86504647433136,0.5173950851043398,1.0023809523809524,15.398828621355712,0.0,0.5874558303886925,0.4567764966456619,0.4125441696113074,55.05,0.5639997324427907,0.0,0.0,0.3198571428571429,1.9125952380952382,-0.395
primitive,22,53.30616903997745,54.22663007836658,22.618590526631795,30.149383204836962,0.538195308508688,1.0954545454545455,15.873468642699045,0.0,0.5923344947735192,0.45485050853022985,0.4076655052264808,55.05,0.5641733111101784,0.0,0.0,0.3194090909090909,1.9753409090909093,-0.3585
primitive,23,53.51591972443966,53.87133728402938,22.54963479485007,30.408672781942347,0.5576121476472516,1.1891304347826088,16.332939760313263,0.0,0.5791366906474821,0.45310420662378875,0.420863309352518,54.95,0.5643378913371597,0.0,0.0,0.31871739130434784,2.037717391304348,-0.3665
primitive,24,53.70258279147691,53.53639893121923,22.481334039509097,30.64546419380586,0.5757845581619495,1.2791666666666666,16.778963103633547,0.0,0.5828779599271403,0.45150765986821556,0.4171220400728597,55.45,0.5647287961493099,0.0,0.0,0.318625,2.0993749999999998,-0.3365
primitive,25,53.87071947981783,53.22008793972734,22.41736067792873,30.860525626053626,0.5928331758354716,1.3659999999999999,17.212284579488205,0.0,0.5766816143497757,0.45005248693494465,0.4233183856502242,55.4,0.5650914827290238,0.0,0.0,0.31801999999999997,2.16116,-0.3615
primitive,26,54.020810150712414,52.920925800804596,22.35582017848177,31.056200675939138,0.6087892962915037,1.4538461538461538,17.634371267259368,0.0,0.5849403122130394,0.4487091488297515,0.4150596877869605,55.0,0.5653124063005612,0.0,0.0,0.31744230769230775,2.2224423076923077,-0.3635
primitive,27,54.15453871851867,52.63759193225224,22.296276769950897,31.234571844319994,0.6236901042477855,1.5425925925925925,18.046335568746333,0.0,0.5987025023169601,0.4474463485286236,0.4012974976830398,54.2,0.5652527819228339,0.0,0.0,0.3173518518518519,2.2836481481481483,-0.3375
primitive,28,54.27370060102056,52.36889827817207,22.239203109799586,31.396729992737136,0.637767498483834,1.6267857142857143,18.44857103312784,0.0,0.5409683426443203,0.4463304040100461,0.4590316573556797,57.2,0.5663228011205504,0.0,0.0,0.3168392857142857,2.3445892857142856,-0.3565
primitive,29,54.3791853603195,52.113794021248005,22.183570660115652,31.544524083356187,0.6510906168476494,1.7086206896551723,18.842139927348164,0.0,0.5737240075614367,0.4453034022649616,0.4262759924385633,55.65,0.5667836528060487,0.0,0.0,0.3162413793103448,2.4050689655172413,-0.364
primitive,30,54.472045848308845,51.871334631644025,22.128618304778463,31.679762169466535,0.663665374063839,1.79,19.227401929769893,0.0,0.575525812619503,0.44435367489619154,0.4244741873804971,55.15,0.567070137549064,0.0,0.0,0.31588333333333335,2.46515,-0.352
primitive,31,54.55536174706267,51.64059913732694,22.076602521793937,31.80341188096137,0.6753473443073571,1.8709677419354838,19.604717788434964,0.0,0.5916279069767442,0.4434564382752728,0.4083720930232558,55.5,0.5674852074370049,0.0,0.0,0.31640322580645164,2.525451612903226,-0.2975
