type,steps,infected,healthy,asymptomatic,mild,critical,deceased,vaccinated,forced_quarantine,violation,isolation,robustness,stay_home,voluntarily_stay_home_infected,self_directed_emotion,other_directed_emotion,desire_satisfaction,total_number_infections,reward
sanctioning,0,30.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sanctioning,1,18.0,82.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,30.0,0.3,0.0,0.0,0.33,0.3,-0.26
sanctioning,2,44.7,68.65,33.65,11.025,0.025,0.0,0.825,0.0,0.8753501400560223,0.5623249299719888,0.1246498599439775,14.55,0.1455,0.0,0.0,0.32325000000000004,0.5885,-0.3
sanctioning,3,45.5,63.93333333333334,27.8,17.650000000000002,0.05000000000000001,0.0,1.3499999999999999,0.15,0.0732484076433121,0.6838004841002218,0.926751592356688,83.45,0.83,0.0,0.0,0.32616666666666666,0.6938333333333334,-0.119
sanctioning,4,49.4125,60.596875,28.4375,20.7125,0.2625,0.0,2.2874999999999996,0.225,0.5102207686017989,0.6352951709247165,0.4897792313982011,56.35,0.5589999999999999,0.0,0.0,0.324,0.807125,-0.142
sanctioning,5,49.970000000000006,58.4755,26.439999999999998,23.08,0.45,0.04,3.04,0.35,0.2413793103448275,0.6599602746708078,0.7586206896551724,75.6,0.7489979959919839,0.0,0.0,0.3266,0.8958,-0.049
sanctioning,6,51.225,56.842083333333335,26.125,24.566666666666663,0.5333333333333333,0.10000000000000002,3.8249999999999997,0.4083333333333334,0.4130434782608695,0.6477929825155282,0.5869565217391305,65.2,0.6475903614457832,0.0,0.0,0.3259166666666667,0.9855833333333334,-0.117
sanctioning,7,51.4,55.643214285714286,24.864285714285717,25.878571428571426,0.6571428571428571,0.15,4.514285714285714,0.4428571428571429,0.2535748331744518,0.6618832945598168,0.7464251668255482,74.65,0.7433450527373179,0.0,0.0,0.3256428571428572,1.065357142857143,-0.102
sanctioning,8,51.63125,54.7065625,24.28125,26.625,0.725,0.21875,5.1875,0.4875,0.352112676056338,0.6601337982327974,0.647887323943662,68.75,0.6842900302114804,0.0,0.0,0.3261875,1.144375,-0.1065
sanctioning,9,51.85,53.94657407407407,23.894444444444446,27.166666666666668,0.7888888888888889,0.2833333333333333,5.800000000000001,0.5222222222222223,0.3414179104477612,0.6599613861571798,0.6585820895522388,69.9,0.6965725806451613,0.0,0.0,0.32672222222222225,1.2232777777777777,-0.079
sanctioning,10,51.975,53.31941666666667,23.485,27.645,0.845,0.35,6.36,0.52,0.3229755178907721,0.6616676957523846,0.6770244821092278,71.2,0.7137809187279152,0.0,0.0,0.32835000000000003,1.3006,-0.0695
sanctioning,11,51.97727272727273,52.7994696969697,23.081818181818182,28.013636363636362,0.8818181818181817,0.4227272727272728,6.868181818181818,0.5181818181818182,0.3201923076923076,0.6633167863483217,0.6798076923076923,69.9,0.7020738492665656,0.0,0.0,0.32672727272727276,1.3765454545454545,-0.129
