type,steps,infected,healthy,asymptomatic,mild,critical,deceased,vaccinated,forced_quarantine,violation,isolation,robustness,stay_home,voluntarily_stay_home_infected,self_directed_emotion,other_directed_emotion,desire_satisfaction,total_number_infections,reward
message,1,18.0,82.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,30.0,0.3,0.0,0.0,0.3205,0.3,-0.279
message,2,25.1,78.45,14.125,10.95,0.025,0.0,0.175,0.0,0.6925465838509316,0.6537267080745341,0.3074534161490683,65.0,0.65,0.0,0.0,0.34325,0.39925,-0.19075
message,3,32.96666666666667,74.64444444444445,20.400000000000002,12.483333333333334,0.08333333333333333,0.0,0.5,0.03333333333333333,0.7299794661190964,0.5258246500099906,0.2700205338809034,46.6,0.465,0.0,0.0,0.3388333333333333,0.5191666666666667,-0.25825
message,4,36.7875,71.78333333333333,21.625,14.950000000000001,0.2125,0.0125,0.7625,0.1375,0.4466321243523316,0.5327104564194101,0.5533678756476684,65.7,0.6528264132066033,0.0,0.0,0.33387500000000003,0.613875,-0.191
message,5,39.39,69.54266666666668,21.76,17.29,0.33999999999999997,0.030000000000000006,1.2,0.22000000000000003,0.464859437751004,0.5331964775853273,0.535140562248996,64.1,0.6361361361361361,0.0,0.0,0.3327,0.7012,-0.18475
message,6,41.28333333333333,67.7286111111111,21.625,19.241666666666667,0.4166666666666667,0.05833333333333334,1.6416666666666666,0.275,0.412807881773399,0.5421957510255395,0.587192118226601,68.1,0.6768537074148296,0.0,0.0,0.333,0.7835833333333334,-0.14175
message,7,43.42142857142857,66.12350340136054,22.014285714285712,20.914285714285715,0.4928571428571429,0.08571428571428573,2.1,0.3071428571428572,0.4453333333333333,0.5439773104028435,0.5546666666666666,67.15,0.668170426065163,0.0,0.0,0.33192857142857146,0.8677142857142857,-0.13875
message,8,45.45,64.66197172619047,22.306250000000002,22.5875,0.55625,0.11875,2.54375,0.3875,0.4124056999161777,0.5494294341129657,0.5875943000838223,69.4,0.686904164576016,0.0,0.0,0.332625,0.9514375,-0.09825
message,9,47.17777777777778,63.32730820105821,22.555555555555557,24.033333333333335,0.5888888888888889,0.17222222222222222,2.9722222222222223,0.4166666666666667,0.410655737704918,0.5538644150220898,0.589344262295082,68.75,0.6851106639839033,0.0,0.0,0.3318333333333333,1.0344444444444445,-0.07825
message,10,48.67,62.10607738095238,22.705000000000002,25.35,0.615,0.215,3.38,0.42000000000000004,0.3719806763285024,0.5612799058870306,0.6280193236714976,71.05,0.7102615694164989,0.0,0.0,0.3317,1.11685,-0.06025
message,11,49.65,61.01296290830382,22.490909090909092,26.518181818181816,0.6409090909090909,0.2681818181818182,3.7681818181818185,0.4272727272727273,0.3633305298570227,0.5681335026375712,0.6366694701429773,71.85,0.7192540322580644,0.0,0.0,0.33281818181818185,1.1971818181818181,-0.05275
message,12,50.46666666666667,60.02854933261184,22.458333333333332,27.34166666666667,0.6666666666666666,0.3333333333333333,4.1625000000000005,0.42083333333333334,0.3725820016820857,0.5730738772775997,0.6274179983179142,71.0,0.7139969681657403,0.0,0.0,0.33216666666666667,1.2763333333333333,-0.0765
message,13,51.32692307692308,59.12428222418607,22.453846153846158,28.173076923076923,0.7,0.4,4.538461538461538,0.43846153846153846,0.3690186536901865,0.5775282979723854,0.6309813463098135,70.2,0.7039473684210527,0.0,0.0,0.3318846153846154,1.355076923076923,-0.076
message,14,51.925000000000004,58.30111920817278,22.303571428571427,28.90357142857143,0.7178571428571429,0.47500000000000003,4.889285714285714,0.4642857142857143,0.3308207705192629,0.5840747930801248,0.669179229480737,73.5,0.7376966007102993,0.0,0.0,0.33275,1.4315714285714287,-0.04025
message,15,52.49333333333333,57.545044594294595,22.273333333333333,29.44333333333333,0.7766666666666667,0.5466666666666666,5.23,0.46,0.368899917287014,0.5872098123889823,0.6311000827129859,71.2,0.7191467750126967,0.0,0.0,0.33153333333333335,1.5082,-0.10475
message,16,52.90625,56.85277618215118,22.14375,29.925,0.8375,0.625,5.559375,0.48125,0.3341793570219966,0.5921229893007961,0.6658206429780034,72.95,0.734725050916497,0.0,0.0,0.3313125,1.58353125,-0.06825
message,17,53.12352941176471,56.22389315413537,21.970588235294116,30.279411764705884,0.8735294117647059,0.7147058823529412,5.879411764705883,0.5,0.3586572438162544,0.5950182697056754,0.6413427561837456,71.05,0.717935615738375,0.0,0.0,0.32982352941176474,1.6578823529411766,-0.12125
message,18,53.32222222222222,55.64864600359699,21.883333333333336,30.52777777777778,0.911111111111111,0.8083333333333333,6.205555555555556,0.5027777777777778,0.3509700176366843,0.5980189204088776,0.6490299823633157,70.3,0.7146516393442623,0.0,0.0,0.3302777777777778,1.7314166666666668,-0.03
message,19,53.607894736842105,55.11422973193952,21.90263157894737,30.76842105263158,0.9368421052631579,0.8973684210526316,6.505263157894737,0.4973684210526316,0.3761702127659574,0.5993773870838863,0.6238297872340426,69.55,0.7092307692307693,0.0,0.0,0.32994736842105266,1.8052894736842104,-0.0695
message,20,53.885000000000005,54.61489324534254,21.884999999999998,31.047500000000003,0.9525,0.9875,6.7924999999999995,0.5025000000000001,0.3634826711749789,0.6012343841709431,0.6365173288250211,69.8,0.7112024665981501,0.0,0.0,0.3296,1.879175,-0.07325
message,21,54.11904761904762,54.14751737651671,21.878571428571426,31.285714285714285,0.9547619047619048,1.0809523809523809,7.064285714285714,0.5,0.3664965986394558,0.6027710040371146,0.6335034013605442,70.65,0.7233384853168471,0.0,0.0,0.32871428571428574,1.9530952380952382,-0.083
message,22,54.290909090909096,53.71075005774942,21.83636363636364,31.495454545454546,0.9590909090909091,1.1704545454545454,7.327272727272727,0.5045454545454545,0.3609671848013817,0.6044192681808193,0.6390328151986183,71.3,0.7292418772563178,0.0,0.0,0.3280681818181818,2.026977272727273,-0.08475
message,23,54.39565217391304,53.30309929909491,21.8,31.63695652173913,0.9586956521739131,1.2695652173913043,7.5804347826086955,0.5086956521739131,0.3659611992945326,0.6057070739427605,0.6340388007054674,69.8,0.7167270844122215,0.0,0.0,0.32756521739130434,2.1005434782608696,-0.085
message,24,54.427083333333336,52.92415071718818,21.697916666666668,31.766666666666666,0.9625,1.3645833333333333,7.827083333333333,0.5083333333333334,0.3445149592021759,0.6077811558950549,0.6554850407978241,70.15,0.7221358216692588,0.0,0.0,0.3274375,2.1734791666666666,-0.0615
message,25,54.443999999999996,52.57134468850065,21.614,31.86,0.97,1.452,8.068,0.51,0.3628076572470373,0.6089576033693711,0.6371923427529627,69.85,0.71850699844479,0.0,0.0,0.32742,2.246,-0.0725
message,26,54.465384615384615,52.241011904623406,21.57884615384615,31.91346153846154,0.9730769230769231,1.551923076923077,8.3,0.5153846153846154,0.3799999999999999,0.6093823109320876,0.62,68.95,0.7118290776446066,0.0,0.0,0.3270576923076923,2.3185,-0.09675
message,27,54.4962962962963,51.93043944725053,21.590740740740742,31.925925925925927,0.9796296296296296,1.6481481481481481,8.52037037037037,0.5074074074074074,0.395117540687161,0.6092156497610043,0.604882459312839,68.6,0.7125717266562337,0.0,0.0,0.32696296296296296,2.391425925925926,-0.0695
message,28,54.535714285714285,51.63713293637933,21.582142857142856,31.97142857142857,0.9821428571428571,1.7464285714285714,8.7375,0.5089285714285714,0.3875899280575539,0.6093297362674843,0.612410071942446,67.5,0.7003138075313808,0.0,0.0,0.3263928571428571,2.4644285714285714,-0.093
